"Date Time, GMT-10:00",Low Range,High Range,"Temp, °C ",Specific Conductance
05/14/25 3:30:00 PM,2949.6,2999.2,29.22,2826.2
05/14/25 3:40:00 PM,2945.4,2995.4,29.22,2822.6
05/14/25 3:50:00 PM,2946.6,2996,29.23,2822.6
05/14/25 4:00:00 PM,2950.9,3001,29.24,2826.7
05/14/25 4:10:00 PM,2949.6,2998.5,29.25,2823.8
05/14/25 4:20:00 PM,2950.9,3000.4,29.27,2824.4
05/14/25 4:30:00 PM,2947.2,2996,29.25,2821.4
05/14/25 4:40:00 PM,2941.1,2990.4,29.23,2817.2
05/14/25 4:50:00 PM,2942.9,2992.9,29.23,2819.5
05/14/25 5:00:00 PM,2945.4,2994.8,29.25,2820.2
05/14/25 5:10:00 PM,2936.2,2985.4,29.2,2814.1
05/14/25 5:20:00 PM,2938.7,2987.9,29.2,2816.4
05/14/25 5:30:00 PM,2934.4,2984.1,29.15,2815.6
05/14/25 5:40:00 PM,2934.4,2982.9,29.1,2817.3
05/14/25 5:50:00 PM,2936.8,2986,29.08,2821.3
05/14/25 6:00:00 PM,2924,2972.8,28.99,2813.8
05/14/25 6:10:00 PM,2925.9,2975.3,28.94,2819
05/14/25 6:20:00 PM,2924.7,2974.1,28.92,2818.9
05/14/25 6:30:00 PM,2918,2965.9,28.87,2813.9
05/14/25 6:40:00 PM,2914.3,2964.1,28.83,2814.5
05/14/25 6:50:00 PM,2918,2966.6,28.8,2818.5
05/14/25 7:00:00 PM,2909.4,2959.7,28.73,2815.8
05/14/25 7:10:00 PM,2906.4,2954.7,28.67,2814.4
05/14/25 7:20:00 PM,2903.4,2950.9,28.62,2813.6
05/14/25 7:30:00 PM,2900.9,2949.7,28.59,2814.1
05/14/25 7:40:00 PM,2897.9,2947.1,28.52,2815.6
05/14/25 7:50:00 PM,2896.7,2945.9,28.5,2815.5
05/14/25 8:00:00 PM,2891.2,2939.6,28.45,2812.3
05/14/25 8:10:00 PM,2886.9,2934.6,28.39,2810.9
05/14/25 8:20:00 PM,2885.7,2933.4,28.36,2811.4
05/14/25 8:30:00 PM,2881.5,2929.6,28.31,2810.6
05/14/25 8:40:00 PM,2870.6,2917.7,28.23,2803.6
05/14/25 8:50:00 PM,2871.8,2920.9,28.2,2808.4
05/14/25 9:00:00 PM,2869.3,2917.7,28.14,2808.7
05/14/25 9:10:00 PM,2866.3,2914.6,28.09,2808.5
05/14/25 9:20:00 PM,2862.7,2909,28.04,2805.9
05/14/25 9:30:00 PM,2858.4,2905.9,27.99,2805.7
05/14/25 9:40:00 PM,2856,2904,27.97,2805
05/14/25 9:50:00 PM,2852.4,2900.9,27.92,2804.8
05/14/25 10:00:00 PM,2851.2,2899.6,27.89,2805.2
05/14/25 10:10:00 PM,2848.7,2895.2,27.85,2803.2
05/14/25 10:20:00 PM,2846.9,2894,27.82,2803.7
05/14/25 10:30:00 PM,2844.5,2891.5,27.77,2804.1
05/14/25 10:40:00 PM,2842.1,2889.6,27.76,2802.8
05/14/25 10:50:00 PM,2840.3,2886.5,27.71,2802.6
05/14/25 11:00:00 PM,2837.2,2885.2,27.69,2802.5
05/14/25 11:10:00 PM,2833.6,2881.5,27.66,2800.6
05/14/25 11:20:00 PM,2830.6,2877.8,27.62,2799.2
05/14/25 11:30:00 PM,2827,2874,27.56,2798.9
05/14/25 11:40:00 PM,2828.2,2874,27.54,2800
05/14/25 11:50:00 PM,2825.8,2871.5,27.51,2799.3
05/15/25 12:00:00 AM,2822.7,2869,27.46,2799.7
05/15/25 12:10:00 AM,2820.3,2866.5,27.43,2798.9
05/15/25 12:20:00 AM,2817.3,2864,27.38,2799.3
05/15/25 12:30:00 AM,2815.5,2861.5,27.34,2799.1
05/15/25 12:40:00 AM,2814.3,2860.3,27.3,2800.2
05/15/25 12:50:00 AM,2812.5,2858.4,27.25,2801.2
05/15/25 1:00:00 AM,2811.9,2857.2,27.24,2800.5
05/15/25 1:10:00 AM,2810.7,2856.5,27.2,2802.1
05/15/25 1:20:00 AM,2808.9,2855.3,27.18,2802.1
05/15/25 1:30:00 AM,2808.2,2853.4,27.15,2801.9
05/15/25 1:40:00 AM,2807.6,2852.8,27.12,2803
05/15/25 1:50:00 AM,2803.4,2849.7,27.07,2802.8
05/15/25 2:00:00 AM,2802.8,2848.4,27.04,2803.2
05/15/25 2:10:00 AM,2802.8,2847.2,26.99,2804.9
05/15/25 2:20:00 AM,2799.8,2845.9,26.97,2804.7
05/15/25 2:30:00 AM,2798,2844.1,26.93,2805.2
05/15/25 2:40:00 AM,2797.4,2842.2,26.88,2806.2
05/15/25 2:50:00 AM,2793.8,2839.7,26.82,2807.2
05/15/25 3:00:00 AM,2792.6,2839.1,26.81,2807.1
05/15/25 3:10:00 AM,2792,2837.2,26.78,2807
05/15/25 3:20:00 AM,2790.8,2835.3,26.76,2806.2
05/15/25 3:30:00 AM,2787.7,2832.8,26.7,2807.2
05/15/25 3:40:00 AM,2787.1,2832.2,26.67,2808.3
05/15/25 3:50:00 AM,2785.9,2831,26.62,2810
05/15/25 4:00:00 AM,2784.7,2828.5,26.57,2810.4
05/15/25 4:10:00 AM,2783.5,2828.5,26.55,2811.5
05/15/25 4:20:00 AM,2780.5,2826,26.52,2810.7
05/15/25 4:30:00 AM,2779.3,2824.1,26.49,2810.6
05/15/25 4:40:00 AM,2777.5,2822.9,26.46,2811.1
05/15/25 4:50:00 AM,2776.3,2821,26.43,2810.9
05/15/25 5:00:00 AM,2773.9,2817.9,26.38,2810.7
05/15/25 5:10:00 AM,2770.3,2816,26.35,2810.5
05/15/25 5:20:00 AM,2768.5,2814.2,26.33,2809.9
05/15/25 5:30:00 AM,2768.5,2813.5,26.31,2810.3
05/15/25 5:40:00 AM,2767.3,2812.9,26.28,2811.5
05/15/25 5:50:00 AM,2765.5,2809.8,26.24,2810.7
05/15/25 6:00:00 AM,2763.1,2807.9,26.19,2811.7
05/15/25 6:10:00 AM,2761.9,2807.3,26.19,2811
05/15/25 6:20:00 AM,2760.7,2806.1,26.15,2812.1
05/15/25 6:30:00 AM,2759.5,2804.2,26.13,2811.4
05/15/25 6:40:00 AM,2757.7,2802.3,26.1,2811.2
05/15/25 6:50:00 AM,2756.4,2801.1,26.07,2811.7
05/15/25 7:00:00 AM,2755.2,2799.2,26.04,2811.6
05/15/25 7:10:00 AM,2753.4,2796.7,26.02,2810.2
05/15/25 7:20:00 AM,2752.2,2796.7,26.01,2810.8
05/15/25 7:30:00 AM,2752.2,2796.7,25.99,2811.9
05/15/25 7:40:00 AM,2752.2,2796.7,26.01,2810.7
05/15/25 7:50:00 AM,2753.4,2797.3,26.02,2810.7
05/15/25 8:00:00 AM,2751,2796.7,26.01,2810.7
05/15/25 8:10:00 AM,2753.4,2798.6,26.04,2810.8
05/15/25 8:20:00 AM,2752.8,2796.7,26.02,2810.1
05/15/25 8:30:00 AM,2752.2,2797.3,26.02,2810.6
05/15/25 8:40:00 AM,2753.4,2798.6,26.03,2811.4
05/15/25 8:50:00 AM,2755.2,2799.8,26.07,2810.2
05/15/25 9:00:00 AM,2758.9,2802.9,26.1,2811.6
05/15/25 9:10:00 AM,2761.9,2805.4,26.15,2811.1
05/15/25 9:20:00 AM,2761.9,2807.3,26.18,2811.3
05/15/25 9:30:00 AM,2764.9,2811,26.23,2812
05/15/25 9:40:00 AM,2766.7,2812.3,26.27,2811
05/15/25 9:50:00 AM,2770.9,2816,26.31,2812.4
05/15/25 10:00:00 AM,2772.7,2817.9,26.36,2811.3
05/15/25 10:10:00 AM,2777.5,2822.9,26.45,2811.1
05/15/25 10:20:00 AM,2781.7,2826,26.49,2811.8
05/15/25 10:30:00 AM,2785.9,2831,26.59,2811
05/15/25 10:40:00 AM,2796.8,2842.8,26.8,2810.5
05/15/25 10:50:00 AM,2802.8,2849.1,26.89,2811.6
05/15/25 11:00:00 AM,2806.4,2852.2,26.94,2811.7
05/15/25 11:10:00 AM,2811.9,2858.4,27.06,2810.9
05/15/25 11:20:00 AM,2815.5,2862.8,27.1,2812.9
05/15/25 11:30:00 AM,2819.7,2867.1,27.18,2812.5
05/15/25 11:40:00 AM,2828.2,2875.3,27.31,2813.1
05/15/25 11:50:00 AM,2831.8,2878.4,27.38,2812.1
05/15/25 12:00:00 PM,2834.8,2883.4,27.44,2813.5
05/15/25 12:10:00 PM,2845.7,2894,27.6,2814.7
05/15/25 12:20:00 PM,2850,2896.5,27.65,2814.3
05/15/25 12:30:00 PM,2858.4,2906.5,27.8,2815.4
05/15/25 12:40:00 PM,2859,2907.1,27.81,2815.4
05/15/25 12:50:00 PM,2869.3,2917.1,27.98,2815.4
05/15/25 1:00:00 PM,2873.6,2922.1,28.07,2815.1
05/15/25 1:10:00 PM,2884.5,2932.8,28.2,2818
05/15/25 1:20:00 PM,2885.7,2933.4,28.28,2814
05/15/25 1:30:00 PM,2896.7,2945.3,28.41,2818.1
05/15/25 1:40:00 PM,2903.4,2952.8,28.56,2816.8
05/15/25 1:50:00 PM,2909.4,2958.4,28.65,2817
05/15/25 2:00:00 PM,2905.8,2954.7,28.66,2812.9
05/15/25 2:10:00 PM,2910.7,2958.4,28.71,2813.6
05/15/25 2:20:00 PM,2921,2969.7,28.88,2814.8
05/15/25 2:30:00 PM,2923.4,2972.2,28.93,2814.4
05/15/25 2:40:00 PM,2924,2974.1,28.97,2813.9
05/15/25 2:50:00 PM,2927.7,2976.6,29.04,2812.3
05/15/25 3:00:00 PM,2926.5,2975.3,29.08,2808.9
05/15/25 3:10:00 PM,2924,2972.2,29.06,2807
05/15/25 3:20:00 PM,2919.8,2968.4,29.06,2803.4
05/15/25 3:30:00 PM,2921,2969.1,29.09,2802.4
05/15/25 3:40:00 PM,2919.2,2969.1,29.06,2804
05/15/25 3:50:00 PM,2905.8,2954.7,29.02,2792.6
05/15/25 4:00:00 PM,2915.5,2964.7,29.06,2799.8
05/15/25 4:10:00 PM,2908.2,2957.2,29.04,2793.9
05/15/25 4:20:00 PM,2907,2955.3,29.06,2790.9
05/15/25 4:30:00 PM,2907,2956.5,29.04,2793.2
05/15/25 4:40:00 PM,2899.1,2949,29.01,2787.7
05/15/25 4:50:00 PM,2878.4,2927.1,28.89,2773.6
05/15/25 5:00:00 PM,2875.4,2924,28.87,2771.7
05/15/25 5:10:00 PM,2882.7,2930.9,28.88,2777.7
05/15/25 5:20:00 PM,2874.2,2922.7,28.81,2773.8
05/15/25 5:30:00 PM,2870,2918.4,28.75,2773
05/15/25 5:40:00 PM,2856,2903.4,28.64,2764.8
05/15/25 5:50:00 PM,2862.1,2909.6,28.6,2772.9
05/15/25 6:00:00 PM,2856,2904.6,28.52,2772.5
05/15/25 6:10:00 PM,2853.6,2901.5,28.49,2771.2
05/15/25 6:20:00 PM,2851.2,2899,28.44,2771.6
05/15/25 6:30:00 PM,2845.7,2893.4,28.39,2769
05/15/25 6:40:00 PM,2844.5,2891.5,28.31,2771.6
05/15/25 6:50:00 PM,2837.2,2883.4,28.25,2767.1
05/15/25 7:00:00 PM,2826.4,2872.8,28.17,2761.4
05/15/25 7:10:00 PM,2832.4,2879,28.12,2770.1
05/15/25 7:20:00 PM,2830,2876.5,28.1,2768.8
05/15/25 7:30:00 PM,2827.6,2874,28.03,2770.3
05/15/25 7:40:00 PM,2820.3,2865.3,27.99,2764.1
05/15/25 7:50:00 PM,2809.5,2855.3,27.94,2757.2
05/15/25 8:00:00 PM,2807,2852.8,27.89,2757.6
05/15/25 8:10:00 PM,2811.3,2857.2,27.86,2763.5
05/15/25 8:20:00 PM,2801,2845.9,27.78,2757
05/15/25 8:30:00 PM,2802.2,2847.8,27.76,2759.9
05/15/25 8:40:00 PM,2802.2,2848.4,27.72,2762.7
05/15/25 8:50:00 PM,2798,2843.4,27.67,2760.6
05/15/25 9:00:00 PM,2781.1,2826,27.61,2747.1
05/15/25 9:10:00 PM,2782.3,2827.9,27.55,2752.2
05/15/25 9:20:00 PM,2779.9,2824.1,27.51,2750.8
05/15/25 9:30:00 PM,2778.1,2822.3,27.45,2752.3
05/15/25 9:40:00 PM,2775.1,2820.4,27.41,2752.7
05/15/25 9:50:00 PM,2770.9,2815.4,27.38,2749.5
05/15/25 10:00:00 PM,2768.5,2812.9,27.34,2749.3
05/15/25 10:10:00 PM,2764.3,2809.2,27.28,2749
05/15/25 10:20:00 PM,2763.1,2807.9,27.25,2749.4
05/15/25 10:30:00 PM,2760.1,2804.8,27.23,2747.4
05/15/25 10:40:00 PM,2752.8,2798,27.15,2745.2
05/15/25 10:50:00 PM,2751.6,2796.7,27.13,2745.1
05/15/25 11:00:00 PM,2749.2,2794.2,27.09,2744.8
05/15/25 11:10:00 PM,2747.4,2791.1,27.08,2742.3
05/15/25 11:20:00 PM,2740.2,2784.3,27.02,2739
05/15/25 11:30:00 PM,2739.6,2783.7,26.99,2740
05/15/25 11:40:00 PM,2738.4,2782.4,26.96,2740.4
05/15/25 11:50:00 PM,2736.6,2781.8,26.93,2741.5
05/16/25 12:00:00 AM,2734.2,2778.1,26.88,2740.6
05/16/25 12:10:00 AM,2728.8,2773.1,26.85,2737.4
05/16/25 12:20:00 AM,2725.8,2770,26.8,2737.1
05/16/25 12:30:00 AM,2721.6,2765.6,26.77,2734.4
05/16/25 12:40:00 AM,2719.2,2763.8,26.73,2734.9
05/16/25 12:50:00 AM,2717.4,2761.9,26.71,2734.1
05/16/25 1:00:00 AM,2715.6,2759.4,26.67,2733.8
05/16/25 1:10:00 AM,2712.6,2756.3,26.62,2733.6
05/16/25 1:20:00 AM,2710.2,2753.2,26.6,2731.6
05/16/25 1:30:00 AM,2707.3,2750.7,26.56,2731.3
05/16/25 1:40:00 AM,2706.1,2749.5,26.55,2730.7
05/16/25 1:50:00 AM,2703.7,2747,26.52,2729.9
05/16/25 2:00:00 AM,2699.5,2743.9,26.48,2729
05/16/25 2:10:00 AM,2698.3,2741.4,26.46,2727.6
05/16/25 2:20:00 AM,2696.5,2739.5,26.44,2726.9
05/16/25 2:30:00 AM,2692.9,2736.4,26.4,2726
05/16/25 2:40:00 AM,2690.5,2733.3,26.38,2724
05/16/25 2:50:00 AM,2688.1,2732.1,26.34,2725.1
05/16/25 3:00:00 AM,2682.7,2725.9,26.31,2720.5
05/16/25 3:10:00 AM,2683.3,2727.1,26.3,2722.3
05/16/25 3:20:00 AM,2687.5,2730.2,26.29,2725.9
05/16/25 3:30:00 AM,2684.5,2727.8,26.24,2726.3
05/16/25 3:40:00 AM,2678.5,2720.9,26.2,2721.7
05/16/25 3:50:00 AM,2679.7,2722.2,26.2,2722.9
05/16/25 4:00:00 AM,2674.4,2716.6,26.15,2720.1
05/16/25 4:10:00 AM,2669,2711,26.12,2716.2
05/16/25 4:20:00 AM,2665.4,2707.3,26.09,2714.2
05/16/25 4:30:00 AM,2663,2704.8,26.07,2712.8
05/16/25 4:40:00 AM,2675,2717.2,26.07,2725.2
05/16/25 4:50:00 AM,2675,2717.2,26.04,2726.9
05/16/25 5:00:00 AM,2679.7,2721.5,26.04,2731.2
05/16/25 5:10:00 AM,2673.2,2715.3,26.01,2726.6
05/16/25 5:20:00 AM,2674.4,2717.2,25.98,2730.2
05/16/25 5:30:00 AM,2666,2708.5,25.93,2724.3
05/16/25 5:40:00 AM,2670.8,2713.5,25.91,2730.4
05/16/25 5:50:00 AM,2670.2,2712.2,25.88,2730.8
05/16/25 6:00:00 AM,2667.8,2710.4,25.86,2730.1
05/16/25 6:10:00 AM,2665.4,2708.5,25.81,2731
05/16/25 6:20:00 AM,2664.2,2706.7,25.8,2729.7
05/16/25 6:30:00 AM,2661.2,2704.2,25.77,2728.9
05/16/25 6:40:00 AM,2663,2704.2,25.76,2729.5
05/16/25 6:50:00 AM,2663.6,2705.4,25.75,2731.2
05/16/25 7:00:00 AM,2660,2702.3,25.73,2729.2
05/16/25 7:10:00 AM,2660,2702.3,25.73,2729.2
05/16/25 7:20:00 AM,2657.1,2699.8,25.72,2727.2
05/16/25 7:30:00 AM,2655.3,2697.4,25.71,2725.3
05/16/25 7:40:00 AM,2652.3,2694.9,25.7,2723.4
05/16/25 7:50:00 AM,2655.3,2697.4,25.71,2725.3
05/16/25 8:00:00 AM,2652.3,2694.9,25.7,2723.3
05/16/25 8:10:00 AM,2651.7,2693,25.7,2721.4
05/16/25 8:20:00 AM,2648.7,2690.6,25.7,2719
05/16/25 8:30:00 AM,2649.3,2690.6,25.73,2717.2
05/16/25 8:40:00 AM,2649.3,2691.8,25.73,2718.4
05/16/25 8:50:00 AM,2649.3,2691.8,25.75,2717.3
05/16/25 9:00:00 AM,2649.3,2692.4,25.81,2714.5
05/16/25 9:10:00 AM,2649.3,2691.2,25.82,2712.7
05/16/25 9:20:00 AM,2649.3,2691.8,25.85,2711.6
05/16/25 9:30:00 AM,2652.3,2693.7,25.92,2709.5
05/16/25 9:40:00 AM,2652.3,2694.9,26.01,2705.7
05/16/25 9:50:00 AM,2655.3,2696.7,26.07,2704.1
05/16/25 10:00:00 AM,2655.3,2698,26.13,2702
05/16/25 10:10:00 AM,2654.1,2696.1,26.23,2694.5
05/16/25 10:20:00 AM,2656.5,2698.6,26.33,2691.4
05/16/25 10:30:00 AM,2663,2705.4,26.45,2691.5
05/16/25 10:40:00 AM,2674.4,2716,26.55,2696.5
05/16/25 10:50:00 AM,2682.1,2725.3,26.71,2696.8
05/16/25 11:00:00 AM,2685.1,2728.4,26.8,2694.9
05/16/25 11:10:00 AM,2687.5,2731.5,26.87,2694.1
05/16/25 11:20:00 AM,2698.3,2741.4,27.04,2694.4
05/16/25 11:30:00 AM,2704.9,2748.2,27.19,2692.8
05/16/25 11:40:00 AM,2712.6,2756.9,27.31,2694.7
05/16/25 11:50:00 AM,2723.4,2766.9,27.51,2693.5
05/16/25 12:00:00 PM,2735.4,2779.9,27.73,2694.1
05/16/25 12:10:00 PM,2740.8,2784.3,27.82,2693.5
05/16/25 12:20:00 PM,2746.2,2791.1,27.93,2694
05/16/25 12:30:00 PM,2752.2,2797.3,28.04,2694
05/16/25 12:40:00 PM,2764.9,2809.2,28.27,2693
05/16/25 12:50:00 PM,2766.1,2809.8,28.34,2689.8
05/16/25 1:00:00 PM,2770.3,2814.2,28.4,2690.7
05/16/25 1:10:00 PM,2770.3,2814.2,28.41,2690.2
05/16/25 1:20:00 PM,2767.9,2812.3,28.39,2689.4
05/16/25 1:30:00 PM,2772.7,2819.1,28.44,2693.2
05/16/25 1:40:00 PM,2771.5,2817.3,28.44,2691.4
05/16/25 1:50:00 PM,2769.1,2813.5,28.41,2689.4
05/16/25 2:00:00 PM,2770.3,2814.8,28.41,2690.6
05/16/25 2:10:00 PM,2778.7,2823.5,28.46,2696.2
05/16/25 2:20:00 PM,2777.5,2822.3,28.5,2692.9
05/16/25 2:30:00 PM,2775.7,2821.6,28.49,2692.8
05/16/25 2:40:00 PM,2773.3,2817.9,28.46,2690.8
05/16/25 2:50:00 PM,2770.3,2815.4,28.45,2689
05/16/25 3:00:00 PM,2764.9,2809.8,28.45,2683.6
05/16/25 3:10:00 PM,2764.9,2808.6,28.41,2684.6
05/16/25 3:20:00 PM,2760.1,2805.4,28.4,2682.1
05/16/25 3:30:00 PM,2757.7,2802.9,28.36,2681.8
05/16/25 3:40:00 PM,2753.4,2798,28.33,2678.7
05/16/25 3:50:00 PM,2753.4,2798,28.33,2678.7
05/16/25 4:00:00 PM,2750.4,2795.5,28.31,2677.3
05/16/25 4:10:00 PM,2743.8,2788,28.29,2671.2
05/16/25 4:20:00 PM,2744.4,2789.9,28.28,2673.6
05/16/25 4:30:00 PM,2739,2783,28.23,2669.6
05/16/25 4:40:00 PM,2733,2777.4,28.19,2666.4
05/16/25 4:50:00 PM,2733.6,2777.4,28.18,2666.9
05/16/25 5:00:00 PM,2731.8,2776.8,28.13,2669
05/16/25 5:10:00 PM,2730.6,2775,28.13,2667.2
05/16/25 5:20:00 PM,2725.8,2769.4,28.07,2665
05/16/25 5:30:00 PM,2727,2770.6,28.03,2668.3
05/16/25 5:40:00 PM,2718.6,2763.1,27.99,2663.2
05/16/25 5:50:00 PM,2718.6,2763.1,27.96,2664.8
05/16/25 6:00:00 PM,2720.4,2764.4,27.94,2667.1
05/16/25 6:10:00 PM,2715.6,2760,27.89,2665.6
05/16/25 6:20:00 PM,2706.7,2750.1,27.86,2657.6
05/16/25 6:30:00 PM,2705.5,2748.9,27.82,2658.6
05/16/25 6:40:00 PM,2697.7,2740.8,27.77,2653.4
05/16/25 6:50:00 PM,2695.3,2738.3,27.75,2652
05/16/25 7:00:00 PM,2691.1,2734.6,27.71,2650.6
05/16/25 7:10:00 PM,2689.3,2732.1,27.69,2649.2
05/16/25 7:20:00 PM,2689.9,2732.7,27.66,2651.4
05/16/25 7:30:00 PM,2685.1,2727.1,27.62,2648.1
05/16/25 7:40:00 PM,2682.7,2726.5,27.6,2648.5
05/16/25 7:50:00 PM,2671.4,2714.1,27.5,2641.8
05/16/25 8:00:00 PM,2671.4,2714.7,27.48,2643.5
05/16/25 8:10:00 PM,2667.8,2711.6,27.44,2642.6
05/16/25 8:20:00 PM,2669,2712.2,27.4,2645.3
05/16/25 8:30:00 PM,2672.6,2714.7,27.4,2647.7
05/16/25 8:40:00 PM,2671.4,2713.5,27.34,2649.8
05/16/25 8:50:00 PM,2667.2,2710.4,27.3,2648.9
05/16/25 9:00:00 PM,2661.8,2704.2,27.3,2642.8
05/16/25 9:10:00 PM,2661.2,2704.2,27.27,2644.4
05/16/25 9:20:00 PM,2657.1,2699.2,27.22,2642.2
05/16/25 9:30:00 PM,2651.7,2694.3,27.19,2639
05/16/25 9:40:00 PM,2652.9,2694.3,27.17,2640
05/16/25 9:50:00 PM,2651.7,2693.7,27.13,2641.6
05/16/25 10:00:00 PM,2647.5,2689.3,27.1,2638.9
05/16/25 10:10:00 PM,2645.1,2686.8,27.07,2638
05/16/25 10:20:00 PM,2641.6,2683.7,27.04,2636.6
05/16/25 10:30:00 PM,2639.8,2681.9,27.02,2635.9
05/16/25 10:40:00 PM,2637.4,2680,26.98,2636.1
05/16/25 10:50:00 PM,2636.2,2678.8,26.96,2636
05/16/25 11:00:00 PM,2633.8,2675.7,26.93,2634.6
05/16/25 11:10:00 PM,2629.6,2672,26.88,2633.6
05/16/25 11:20:00 PM,2621.9,2663.9,26.82,2628.8
05/16/25 11:30:00 PM,2620.7,2661.5,26.78,2628.6
05/16/25 11:40:00 PM,2620.7,2662.1,26.78,2629.2
05/16/25 11:50:00 PM,2618.3,2659.6,26.75,2628.3
05/17/25 12:00:00 AM,2613,2653.4,26.69,2625.4
05/17/25 12:10:00 AM,2608.2,2649.1,26.65,2623.3
05/17/25 12:20:00 AM,2605.3,2646.6,26.61,2622.9
05/17/25 12:30:00 AM,2604.7,2645.4,26.59,2622.8
05/17/25 12:40:00 AM,2602.9,2642.9,26.57,2621.4
05/17/25 12:50:00 AM,2606.5,2646.6,26.56,2625.6
05/17/25 1:00:00 AM,2604.7,2644.8,26.54,2624.9
05/17/25 1:10:00 AM,2605.3,2646,26.52,2627.1
05/17/25 1:20:00 AM,2602.3,2642.9,26.48,2626.2
05/17/25 1:30:00 AM,2604.1,2644.1,26.46,2628.4
05/17/25 1:40:00 AM,2601.1,2642.3,26.41,2629.3
05/17/25 1:50:00 AM,2601.1,2641.7,26.4,2629.3
05/17/25 2:00:00 AM,2598.7,2639.8,26.36,2629.5
05/17/25 2:10:00 AM,2586.9,2626.2,26.34,2617
05/17/25 2:20:00 AM,2597.6,2637.3,26.31,2629.7
05/17/25 2:30:00 AM,2596.4,2636.7,26.28,2630.7
05/17/25 2:40:00 AM,2597.6,2637.3,26.25,2632.9
05/17/25 2:50:00 AM,2595.8,2634.9,26.23,2631.6
05/17/25 3:00:00 AM,2594.6,2634.9,26.2,2633.2
05/17/25 3:10:00 AM,2593.4,2633,26.18,2632.4
05/17/25 3:20:00 AM,2593.4,2633.6,26.14,2635.2
05/17/25 3:30:00 AM,2593.4,2633.6,26.1,2637.3
05/17/25 3:40:00 AM,2592.2,2631.8,26.09,2636.1
05/17/25 3:50:00 AM,2591.6,2631.8,26.07,2637.1
05/17/25 4:00:00 AM,2589.8,2629.3,26.03,2636.8
05/17/25 4:10:00 AM,2588.1,2628.1,25.99,2637.8
05/17/25 4:20:00 AM,2584.5,2625,25.99,2634.6
05/17/25 4:30:00 AM,2581.5,2621.9,25.96,2633.2
05/17/25 4:40:00 AM,2580.9,2620.7,25.93,2633.6
05/17/25 4:50:00 AM,2580.9,2620.7,25.89,2635.8
05/17/25 5:00:00 AM,2580.9,2620.7,25.88,2636.3
05/17/25 5:10:00 AM,2578.6,2618.2,25.86,2634.8
05/17/25 5:20:00 AM,2575.6,2615.7,25.85,2632.9
05/17/25 5:30:00 AM,2572,2613.2,25.8,2633.1
05/17/25 5:40:00 AM,2574.4,2614.5,25.77,2636
05/17/25 5:50:00 AM,2570.9,2611.4,25.76,2633.4
05/17/25 6:00:00 AM,2572,2611.4,25.75,2633.9
05/17/25 6:10:00 AM,2572,2611.4,25.72,2635.6
05/17/25 6:20:00 AM,2564.9,2605.8,25.7,2631
05/17/25 6:30:00 AM,2567.9,2607.1,25.69,2632.8
05/17/25 6:40:00 AM,2567.9,2607.7,25.69,2633.4
05/17/25 6:50:00 AM,2563.8,2603.4,25.66,2630.7
05/17/25 7:00:00 AM,2564.9,2604,25.65,2631.9
05/17/25 7:10:00 AM,2565.5,2605.2,25.66,2632.5
05/17/25 7:20:00 AM,2566.1,2605.8,25.66,2633.1
05/17/25 7:30:00 AM,2566.7,2606.5,25.64,2634.9
05/17/25 7:40:00 AM,2565.5,2604.6,25.61,2634.6
05/17/25 7:50:00 AM,2565.5,2605.2,25.6,2635.7
05/17/25 8:00:00 AM,2566.7,2605.8,25.64,2634.1
05/17/25 8:10:00 AM,2567.9,2607.1,25.66,2634.3
05/17/25 8:20:00 AM,2566.7,2606.5,25.65,2634.2
05/17/25 8:30:00 AM,2566.1,2605.2,25.69,2630.7
05/17/25 8:40:00 AM,2564.3,2602.7,25.67,2629.3
05/17/25 8:50:00 AM,2562,2601.5,25.67,2628
05/17/25 9:00:00 AM,2560.2,2598.4,25.7,2623.2
05/17/25 9:10:00 AM,2553.1,2592.3,25.72,2616
05/17/25 9:20:00 AM,2549,2587.3,25.75,2609.3
05/17/25 9:30:00 AM,2553.1,2591.6,25.8,2610.9
05/17/25 9:40:00 AM,2553.7,2593.5,25.8,2612.8
05/17/25 9:50:00 AM,2559,2597.8,25.86,2613.8
05/17/25 10:00:00 AM,2555.5,2594.7,25.97,2604.7
05/17/25 10:10:00 AM,2553.1,2592.9,26.06,2598.1
05/17/25 10:20:00 AM,2556.7,2596.6,26.08,2600.7
05/17/25 10:30:00 AM,2565.5,2605.2,26.15,2605.5
05/17/25 10:40:00 AM,2570.9,2610.2,26.22,2606.7
05/17/25 10:50:00 AM,2573.2,2612,26.23,2607.9
05/17/25 11:00:00 AM,2573.2,2612.6,26.28,2605.8
05/17/25 11:10:00 AM,2572,2612,26.3,2604.1
05/17/25 11:20:00 AM,2576.8,2616.9,26.35,2606.3
05/17/25 11:30:00 AM,2585.1,2625,26.51,2605.7
05/17/25 11:40:00 AM,2585.1,2624.4,26.54,2603.5
05/17/25 11:50:00 AM,2589.2,2629.3,26.61,2604.6
05/17/25 12:00:00 PM,2592.8,2632.4,26.69,2603.4
05/17/25 12:10:00 PM,2601.1,2641.7,26.83,2605.1
05/17/25 12:20:00 PM,2611.2,2652.2,27.02,2605.3
05/17/25 12:30:00 PM,2617.2,2658.4,27.13,2605.5
05/17/25 12:40:00 PM,2624.3,2665.2,27.18,2609.5
05/17/25 12:50:00 PM,2629.6,2671.4,27.25,2611.8
05/17/25 1:00:00 PM,2632.6,2674.5,27.3,2612.1
