Plot Title: 21415544,,,,,,,
#,"Date Time, GMT-10:00","Low Range, μS/cm (LGR S/N: 21415544, SEN S/N: 21415544)","High Range, μS/cm (LGR S/N: 21415544, SEN S/N: 21415544)","Temp, °C (LGR S/N: 21415544, SEN S/N: 21415544)","Specific Conductance, μS/cm (LGR S/N: 21415544)",Coupler Detached (LGR S/N: 21415544),End Of File (LGR S/N: 21415544)
3248,05/22/25 2:10:00 AM,3567,3629.3,23.87,3718.8,,
3249,05/22/25 2:20:00 AM,3563.9,3626.1,23.86,3716.3,,
3250,05/22/25 2:30:00 AM,3560.8,3621.6,23.86,3711.7,,
3251,05/22/25 2:40:00 AM,3553.9,3614.5,23.86,3704.4,,
3252,05/22/25 2:50:00 AM,3548.2,3608.7,23.86,3698.5,,
3253,05/22/25 3:00:00 AM,3535.1,3595.2,23.86,3684.7,,
3254,05/22/25 3:10:00 AM,3510.1,3570.9,23.82,3662.9,,
3255,05/22/25 3:20:00 AM,3500.1,3560,23.82,3651.7,,
3256,05/22/25 3:30:00 AM,3488.2,3547.1,23.78,3641.6,,
3257,05/22/25 3:40:00 AM,3479.5,3538.8,23.78,3633.1,,
3258,05/22/25 3:50:00 AM,3475.8,3534.9,23.8,3627.5,,
3259,05/22/25 4:00:00 AM,3473.9,3532.4,23.8,3625,,
3260,05/22/25 4:10:00 AM,3467,3525.3,23.78,3619.2,,
3261,05/22/25 4:20:00 AM,3451.5,3508.7,23.8,3600.6,,
3262,05/22/25 4:30:00 AM,3437.2,3493.9,23.78,3587,,
3263,05/22/25 4:40:00 AM,3430.3,3488.2,23.78,3581.1,,
3264,05/22/25 4:50:00 AM,3421.6,3477.9,23.78,3570.6,,
3265,05/22/25 5:00:00 AM,3410.5,3467.7,23.76,3561.6,,
3266,05/22/25 5:10:00 AM,3400.5,3457.5,23.75,3551.9,,
3267,05/22/25 5:20:00 AM,3395,3451.1,23.75,3545.3,,
3268,05/22/25 5:30:00 AM,3391.9,3448.5,23.75,3542.7,,
3269,05/22/25 5:40:00 AM,3388.1,3444.7,23.76,3538,,
3270,05/22/25 5:50:00 AM,3383.8,3438.3,23.75,3532.2,,
3271,05/22/25 6:00:00 AM,3375.1,3431.2,23.75,3524.9,,
3272,05/22/25 6:10:00 AM,3369.6,3424.2,23.75,3517.7,,
3273,05/22/25 6:20:00 AM,3357.8,3411.4,23.75,3504.6,,
3274,05/22/25 6:30:00 AM,3347.9,3401.2,23.75,3494.1,,
3275,05/22/25 6:40:00 AM,3341.1,3393.5,23.75,3486.2,,
3276,05/22/25 6:50:00 AM,3333.7,3387.1,23.75,3479.6,,
3277,05/22/25 7:00:00 AM,3331.2,3383.9,23.75,3476.3,,
3278,05/22/25 7:10:00 AM,3320.1,3371.2,23.76,3462.5,,
3279,05/22/25 7:20:00 AM,3314,3364.8,23.76,3455.9,,
3280,05/22/25 7:30:00 AM,3309.6,3361,23.78,3450.6,,
3281,05/22/25 7:40:00 AM,3304.1,3354.6,23.81,3441.8,,
3282,05/22/25 7:50:00 AM,3295.5,3346.9,23.8,3434.6,,
3283,05/22/25 8:00:00 AM,3286.8,3336.1,23.81,3422.8,,
3284,05/22/25 8:10:00 AM,3274.5,3325.2,23.82,3410.9,,
3285,05/22/25 8:20:00 AM,3266.5,3315.7,23.85,3398.9,,
3286,05/22/25 8:30:00 AM,3261.6,3311.2,23.87,3392.9,,
3287,05/22/25 8:40:00 AM,3261,3310.6,23.85,3393.7,,
3288,05/22/25 8:50:00 AM,3256.7,3304.8,23.89,3384.9,,
3289,05/22/25 9:00:00 AM,3245.7,3292.7,23.94,3368.9,,
3290,05/22/25 9:10:00 AM,3224.2,3271.7,23.94,3347.4,,
3291,05/22/25 9:20:00 AM,3199.7,3247.5,23.94,3322.6,,
3292,05/22/25 9:30:00 AM,3181.3,3228.4,23.99,3299.5,,
3293,05/22/25 9:40:00 AM,3172.2,3218.3,24,3288.5,,
3294,05/22/25 9:50:00 AM,3167.9,3213.8,24.06,3279.7,,
3295,05/22/25 10:00:00 AM,3159.3,3206.2,24.09,3269.9,,
3296,05/22/25 10:10:00 AM,3153.2,3199.8,24.12,3261.2,,
3297,05/22/25 10:20:00 AM,3140.4,3186.5,24.15,3245.6,,
3298,05/22/25 10:30:00 AM,3120.9,3168.1,24.18,3224.8,,
3299,05/22/25 10:40:00 AM,3111.8,3160.5,24.17,3217.8,,
3300,05/22/25 10:50:00 AM,3107.5,3156,24.24,3208.4,,
3301,05/22/25 11:00:00 AM,3099.6,3147.8,24.3,3196,,
3302,05/22/25 11:10:00 AM,3086.9,3137,24.35,3181.6,,
3303,05/22/25 11:20:00 AM,3068,3118.6,24.34,3163.6,,
3304,05/22/25 11:30:00 AM,3065.6,3116.7,24.33,3162.4,,
3305,05/22/25 11:40:00 AM,3063.8,3116.7,24.39,3158.3,,
3306,05/22/25 11:50:00 AM,3050.4,3104,24.42,3143.5,,
3307,05/22/25 12:00:00 PM,3034.7,3089.4,24.51,3122.7,,
3308,05/22/25 12:10:00 PM,3012.3,3069.2,24.47,3104.9,,
3309,05/22/25 12:20:00 PM,2985.7,3044.5,24.48,3079.3,,
3310,05/22/25 12:30:00 PM,2978.5,3038.2,24.48,3072.9,,
3311,05/22/25 12:40:00 PM,2962.2,3022.4,24.48,3056.9,,
3312,05/22/25 12:50:00 PM,2955.6,3016.7,24.49,3050.5,,
3313,05/22/25 1:00:00 PM,2957.4,3018.6,24.49,3052.4,,
3314,05/22/25 1:10:00 PM,2950.2,3011.6,24.52,3043.4,,
3315,05/22/25 1:20:00 PM,2946.5,3009.1,24.56,3038.3,,
3316,05/22/25 1:30:00 PM,2936.3,2999,24.53,3030,,
3317,05/22/25 1:40:00 PM,2929.1,2992.7,24.55,3022.4,,
3318,05/22/25 1:50:00 PM,2926.7,2990.2,24.58,3017.9,,
3319,05/22/25 2:00:00 PM,2919.5,2984.5,24.61,3010.3,,
3320,05/22/25 2:10:00 PM,2920.7,2987,24.61,3012.8,,
3321,05/22/25 2:20:00 PM,2904.5,2972.5,24.69,2993.1,,
3322,05/22/25 2:30:00 PM,2878.7,2951.7,24.69,2972.2,,
3323,05/22/25 2:40:00 PM,2857.1,2934.6,24.71,2953.7,,
3324,05/22/25 2:50:00 PM,2859.5,2939,24.69,2959.4,,
3325,05/22/25 3:00:00 PM,2833.2,2919.5,24.8,2932.9,,
3326,05/22/25 3:10:00 PM,2835.6,2923.3,24.66,2945.4,,
3327,05/22/25 3:20:00 PM,2831.4,2922.7,24.7,2942.3,,
3328,05/22/25 3:30:00 PM,2837.4,2929,24.73,2946.8,,
3329,05/22/25 3:40:00 PM,2821.2,2916.4,24.8,2929.8,,
3330,05/22/25 3:50:00 PM,2816.5,2915.1,24.82,2927.2,,
3331,05/22/25 4:00:00 PM,2825.4,2923.9,24.78,2938.6,,
3332,05/22/25 4:10:00 PM,2838,2935.3,24.67,2956.9,,
3333,05/22/25 4:20:00 PM,2863.1,2955.4,24.64,2979,,
3334,05/22/25 4:30:00 PM,2873.3,2961.1,24.57,2989.2,,
3335,05/22/25 4:40:00 PM,2878.1,2965.5,24.56,2994.3,,
3336,05/22/25 4:50:00 PM,2880.5,2966.2,24.56,2995,,
3337,05/22/25 5:00:00 PM,2890.1,2973.7,24.53,3004.5,,
3338,05/22/25 5:10:00 PM,2902.7,2985.7,24.49,3019.2,,
3339,05/22/25 5:20:00 PM,2911.1,2990.8,24.47,3025.6,,
3340,05/22/25 5:30:00 PM,2921.9,3000.3,24.47,3035.2,,
3341,05/22/25 5:40:00 PM,2931.5,3007.2,24.44,3044.1,,
3342,05/22/25 5:50:00 PM,2947.1,3021.7,24.44,3058.8,,
3343,05/22/25 6:00:00 PM,2959.2,3031.9,24.45,3068.5,,
3344,05/22/25 6:10:00 PM,2964.6,3035,24.43,3072.9,,
3345,05/22/25 6:20:00 PM,2972.5,3040.1,24.39,3080.7,,
3346,05/22/25 6:30:00 PM,2979.7,3045.8,24.39,3086.5,,
3347,05/22/25 6:40:00 PM,2982.1,3048.3,24.33,3093,,
3348,05/22/25 6:50:00 PM,2988.7,3054,24.31,3100.1,,
3349,05/22/25 7:00:00 PM,2996,3059.1,24.33,3103.9,,
3350,05/22/25 7:10:00 PM,3000.2,3063.5,24.31,3109.7,,
3351,05/22/25 7:20:00 PM,3004.4,3066,24.29,3113.6,,
3352,05/22/25 7:30:00 PM,3007.5,3067.3,24.26,3116.9,,
3353,05/22/25 7:40:00 PM,3008.7,3067.9,24.25,3118.2,,
3354,05/22/25 7:50:00 PM,3010.5,3067.9,24.22,3120.2,,
3355,05/22/25 8:00:00 PM,3012.3,3070.4,24.22,3122.7,,
3356,05/22/25 8:10:00 PM,3014.1,3072.3,24.22,3124.6,,
3357,05/22/25 8:20:00 PM,3016.5,3072.3,24.21,3125.3,,
3358,05/22/25 8:30:00 PM,3013.5,3070.4,24.17,3126,,
3359,05/22/25 8:40:00 PM,3012.3,3066.6,24.16,3122.8,,
3360,05/22/25 8:50:00 PM,3014.1,3068.5,24.16,3124.8,,
3361,05/22/25 9:00:00 PM,3012.3,3066,24.15,3122.9,,
3362,05/22/25 9:10:00 PM,3011.1,3064.8,24.13,3123,,
3363,05/22/25 9:20:00 PM,3011.7,3064.8,24.12,3123.7,,
3364,05/22/25 9:30:00 PM,3008.1,3059.1,24.11,3118.5,,
3365,05/22/25 9:40:00 PM,3012.3,3064.1,24.09,3124.9,,
3366,05/22/25 9:50:00 PM,3009.9,3061.6,24.07,3123.7,,
3367,05/22/25 10:00:00 PM,3011.1,3062.9,24.08,3124.4,,
3368,05/22/25 10:10:00 PM,3010.5,3061.6,24.08,3123.1,,
3369,05/22/25 10:20:00 PM,3012.3,3062.2,24.07,3124.3,,
3370,05/22/25 10:30:00 PM,3011.1,3061,24.06,3123.8,,
3371,05/22/25 10:40:00 PM,3011.7,3061.6,24.06,3124.4,,
3372,05/22/25 10:50:00 PM,3013.5,3061.6,24.04,3125.7,,
3373,05/22/25 11:00:00 PM,3011.7,3060.3,24.03,3125.1,,
3374,05/22/25 11:10:00 PM,3002,3049.6,23.99,3116.8,,
3375,05/22/25 11:20:00 PM,2995.4,3043.2,23.98,3110.9,,
3376,05/22/25 11:30:00 PM,2991.2,3038.2,23.96,3107.1,,
3377,05/22/25 11:40:00 PM,2988.1,3036.3,23.95,3105.9,,
3378,05/22/25 11:50:00 PM,2985.7,3033.1,23.94,3103.3,,
3379,05/23/25 12:00:00 AM,2980.9,3027.4,23.93,3098.1,,
3380,05/23/25 12:10:00 AM,2976.7,3023.6,23.93,3094.2,,
3381,05/23/25 12:20:00 AM,2973.7,3019.2,23.91,3091,,
3382,05/23/25 12:30:00 AM,2973.7,3020.5,23.91,3092.4,,
3383,05/23/25 12:40:00 AM,2972.5,3017.9,23.91,3089.7,,
3384,05/23/25 12:50:00 AM,2970.6,3016.1,23.9,3088.5,,
3385,05/23/25 1:00:00 AM,2968.8,3014.8,23.9,3087.2,,
3386,05/23/25 1:10:00 AM,2969.4,3014.8,23.89,3087.8,,
3387,05/23/25 1:20:00 AM,2967.6,3012.3,23.89,3085.3,,
3388,05/23/25 1:30:00 AM,2968.2,3012.3,23.89,3085.3,,
3389,05/23/25 1:40:00 AM,2967,3012.3,23.87,3086.6,,
3390,05/23/25 1:50:00 AM,2968.2,3012.9,23.86,3087.9,,
3391,05/23/25 2:00:00 AM,2968.2,3012.9,23.87,3087.2,,
3392,05/23/25 2:10:00 AM,2967.6,3012.3,23.86,3087.3,,
3393,05/23/25 2:20:00 AM,2966.4,3010.4,23.85,3086,,
3394,05/23/25 2:30:00 AM,2966.4,3009.7,23.85,3085.3,,
3395,05/23/25 2:40:00 AM,2966.4,3009.7,23.84,3085.9,,
3396,05/23/25 2:50:00 AM,2962.2,3007.8,23.84,3084,,
3397,05/23/25 3:00:00 AM,2968.2,3011,23.82,3088.6,,
3398,05/23/25 3:10:00 AM,2969.4,3012.9,23.82,3090.5,,
3399,05/23/25 3:20:00 AM,2969.4,3012.9,23.81,3091.2,,
3400,05/23/25 3:30:00 AM,2970.6,3014.2,23.81,3092.5,,
3401,05/23/25 3:40:00 AM,2976.1,3018.6,23.8,3097.7,,
3402,05/23/25 3:50:00 AM,2974.9,3017.3,23.78,3097.7,,
3403,05/23/25 4:00:00 AM,2974.9,3017.9,23.78,3098.3,,
3404,05/23/25 4:10:00 AM,2976.1,3018.6,23.77,3099.7,,
3405,05/23/25 4:20:00 AM,2977.9,3019.8,23.78,3100.3,,
3406,05/23/25 4:30:00 AM,2977.9,3019.8,23.77,3100.9,,
3407,05/23/25 4:40:00 AM,2979.1,3021.7,23.76,3103.5,,
3408,05/23/25 4:50:00 AM,2979.1,3021.1,23.76,3102.9,,
3409,05/23/25 5:00:00 AM,2979.1,3021.7,23.75,3104.2,,
3410,05/23/25 5:10:00 AM,2980.3,3022.4,23.75,3104.9,,
3411,05/23/25 5:20:00 AM,2982.1,3023.6,23.75,3106.2,,
3412,05/23/25 5:30:00 AM,2982.1,3024.3,23.73,3108.2,,
3413,05/23/25 5:40:00 AM,2983.9,3025.5,23.75,3108.1,,
3414,05/23/25 5:50:00 AM,2983.9,3025.5,23.73,3109.4,,
3415,05/23/25 6:00:00 AM,2985.1,3026.2,23.72,3110.8,,
3416,05/23/25 6:10:00 AM,2985.1,3026.8,23.72,3111.5,,
3417,05/23/25 6:20:00 AM,2985.1,3027.4,23.73,3111.4,,
3418,05/23/25 6:30:00 AM,2986.3,3026.8,23.73,3110.8,,
3419,05/23/25 6:40:00 AM,2986.9,3027.4,23.75,3110.1,,
3420,05/23/25 6:50:00 AM,2985.1,3026.2,23.73,3110.2,,
3421,05/23/25 7:00:00 AM,2985.7,3026.8,23.75,3109.4,,
3422,05/23/25 7:10:00 AM,2986.3,3026.2,23.75,3108.8,,
3423,05/23/25 7:20:00 AM,2986.9,3027.4,23.76,3109.4,,
3424,05/23/25 7:30:00 AM,2986.9,3027.4,23.76,3109.4,,
3425,05/23/25 7:40:00 AM,2988.1,3027.4,23.77,3108.7,,
3426,05/23/25 7:50:00 AM,2987.5,3027.4,23.78,3108.1,,
3427,05/23/25 8:00:00 AM,2986.3,3026.8,23.81,3105.4,,
3428,05/23/25 8:10:00 AM,2986.3,3026.2,23.82,3104.2,,
3429,05/23/25 8:20:00 AM,2985.1,3024.3,23.84,3100.9,,
3430,05/23/25 8:30:00 AM,2983.3,3023.6,23.86,3098.8,,
3431,05/23/25 8:40:00 AM,2982.1,3021.7,23.87,3096.2,,
3432,05/23/25 8:50:00 AM,2982.1,3022.4,23.87,3097,,
3433,05/23/25 9:00:00 AM,2980.9,3021.1,23.93,3091.6,,
3434,05/23/25 9:10:00 AM,2978.5,3017.3,23.96,3085.8,,
3435,05/23/25 9:20:00 AM,2973.7,3013.5,24,3079.3,,
3436,05/23/25 9:30:00 AM,2959.8,2999,24.06,3060.5,,
3437,05/23/25 9:40:00 AM,2950.2,2989.5,24.13,3046.3,,
3438,05/23/25 9:50:00 AM,2950.2,2990.2,24.17,3044.4,,
3439,05/23/25 10:00:00 AM,2941.7,2983.2,24.18,3036.6,,
3440,05/23/25 10:10:00 AM,2936.9,2978.8,24.22,3029.5,,
3441,05/23/25 10:20:00 AM,2947.1,2988.9,24.16,3043.7,,
3442,05/23/25 10:30:00 AM,2951.4,2993.9,24.21,3045.5,,
3443,05/23/25 10:40:00 AM,2946.5,2988.3,24.22,3039.2,,
3444,05/23/25 10:50:00 AM,2934.5,2977.5,24.25,3026.3,,
3445,05/23/25 11:00:00 AM,2918.9,2963.6,24.34,3006.4,,
3446,05/23/25 11:10:00 AM,2893.1,2939,24.36,2980.2,,
3447,05/23/25 11:20:00 AM,2863.7,2911.9,24.42,2948.9,,
3448,05/23/25 11:30:00 AM,2881.1,2931.5,24.4,2970,,
3449,05/23/25 11:40:00 AM,2885.3,2937.2,24.4,2975.8,,
3450,05/23/25 11:50:00 AM,2890.1,2940.3,24.4,2978.9,,
3451,05/23/25 12:00:00 PM,2872.7,2923.3,24.39,2962.3,,
3452,05/23/25 12:10:00 PM,2860.7,2911.3,24.43,2947.7,,
3453,05/23/25 12:20:00 PM,2843.9,2894.3,24.45,2929.2,,
3454,05/23/25 12:30:00 PM,2829,2882.4,24.48,2915.3,,
3455,05/23/25 12:40:00 PM,2819.4,2874.8,24.48,2907.6,,
3456,05/23/25 12:50:00 PM,2815.3,2870.4,24.49,2902.6,,
3457,05/23/25 1:00:00 PM,2818.8,2874.8,24.53,2904.6,,
3458,05/23/25 1:10:00 PM,2833.8,2889.9,24.61,2914.9,,
3459,05/23/25 1:20:00 PM,2817,2873.5,24.58,2900.2,,
3460,05/23/25 1:30:00 PM,2814.1,2871,24.57,2898.3,,
3461,05/23/25 1:40:00 PM,2805.1,2862.9,24.64,2885.8,,
3462,05/23/25 1:50:00 PM,2812.9,2872.3,24.57,2899.6,,
3463,05/23/25 2:00:00 PM,2819.4,2879.8,24.65,2902.2,,
3464,05/23/25 2:10:00 PM,2805.7,2867.9,24.74,2884.7,,
3465,05/23/25 2:20:00 PM,2781.9,2847.8,24.76,2863.3,,
3466,05/23/25 2:30:00 PM,2762.2,2833.9,24.78,2848.1,,
3467,05/23/25 2:40:00 PM,2790.2,2862.2,24.75,2878.4,,
3468,05/23/25 2:50:00 PM,2790.8,2862.9,24.75,2879.1,,
3469,05/23/25 3:00:00 PM,2800.9,2872.3,24.7,2891.6,,
3470,05/23/25 3:10:00 PM,2784.8,2858.5,24.75,2874.7,,
3471,05/23/25 3:20:00 PM,2772.3,2848.4,24.75,2864.5,,
3472,05/23/25 3:30:00 PM,2746.8,2830.2,24.83,2841.4,,
3473,05/23/25 3:40:00 PM,2740.2,2829.5,24.82,2841.3,,
3474,05/23/25 3:50:00 PM,2727.2,2823.3,24.8,2836.3,,
3475,05/23/25 4:00:00 PM,2755.1,2847.8,24.78,2862.1,,
3476,05/23/25 4:10:00 PM,2765.2,2856.6,24.71,2875.2,,
3477,05/23/25 4:20:00 PM,2780.7,2866.6,24.66,2888.3,,
3478,05/23/25 4:30:00 PM,2791.4,2876.1,24.62,2900.3,,
3479,05/23/25 4:40:00 PM,2804.5,2886.1,24.6,2911.6,,
3480,05/23/25 4:50:00 PM,2818.2,2898.1,24.58,2925,,
3481,05/23/25 5:00:00 PM,2817.6,2896.8,24.61,2921.8,,
3482,05/23/25 5:10:00 PM,2830.2,2910.1,24.57,2937.7,,
3483,05/23/25 5:20:00 PM,2851.1,2927.1,24.55,2956.1,,
3484,05/23/25 5:30:00 PM,2864.9,2937.8,24.53,2968.2,,
3485,05/23/25 5:40:00 PM,2879.9,2951.7,24.47,2986,,
3486,05/23/25 5:50:00 PM,2892.5,2960.5,24.49,2993.7,,
3487,05/23/25 6:00:00 PM,2904.5,2969.9,24.45,3005.7,,
3488,05/23/25 6:10:00 PM,2919.5,2984.5,24.43,3021.8,,
3489,05/23/25 6:20:00 PM,2925.5,2988.3,24.44,3025,,
3490,05/23/25 6:30:00 PM,2938.1,2999,24.43,3036.5,,
3491,05/23/25 6:40:00 PM,2944.7,3004.7,24.42,3042.9,,
3492,05/23/25 6:50:00 PM,2955.6,3014.8,24.4,3054.4,,
3493,05/23/25 7:00:00 PM,2960.4,3018.6,24.38,3059.6,,
3494,05/23/25 7:10:00 PM,2962.8,3019.8,24.36,3062.1,,
3495,05/23/25 7:20:00 PM,2963.4,3019.8,24.35,3062.7,,
3496,05/23/25 7:30:00 PM,2967,3023,24.3,3069.3,,
3497,05/23/25 7:40:00 PM,2972.5,3027.4,24.3,3073.7,,
3498,05/23/25 7:50:00 PM,2973.1,3027.4,24.27,3075.7,,
3499,05/23/25 8:00:00 PM,2973.7,3028.1,24.27,3076.4,,
3500,05/23/25 8:10:00 PM,2977.3,3029.3,24.26,3078.3,,
3501,05/23/25 8:20:00 PM,2973.7,3026.2,24.24,3076.4,,
3502,05/23/25 8:30:00 PM,2961,3013.5,24.22,3064.8,,
3503,05/23/25 8:40:00 PM,2959.2,3009.7,24.2,3062.3,,
3504,05/23/25 8:50:00 PM,2959.2,3009.7,24.17,3064.2,,
3505,05/23/25 9:00:00 PM,2956.8,3007.2,24.16,3062.3,,
3506,05/23/25 9:10:00 PM,2956.2,3005.3,24.15,3061,,
3507,05/23/25 9:20:00 PM,2956.8,3005.3,24.15,3061,,
3508,05/23/25 9:30:00 PM,2952,3000.3,24.13,3057.3,,
3509,05/23/25 9:40:00 PM,2950.8,2999,24.12,3056.6,,
3510,05/23/25 9:50:00 PM,2949.6,2997.7,24.11,3055.9,,
3511,05/23/25 10:00:00 PM,2951.4,2997.7,24.09,3057.2,,
3512,05/23/25 10:10:00 PM,2951.4,2998.4,24.08,3058.6,,
3513,05/23/25 10:20:00 PM,2950.8,2997.1,24.07,3057.9,,
3514,05/23/25 10:30:00 PM,2948.3,2995.8,24.07,3056.6,,
3515,05/23/25 10:40:00 PM,2944.7,2990.8,24.04,3053.4,,
3516,05/23/25 10:50:00 PM,2941.1,2986.4,24.02,3050.3,,
3517,05/23/25 11:00:00 PM,2940.5,2985.7,24.03,3048.9,,
3518,05/23/25 11:10:00 PM,2941.1,2986.4,24.03,3049.6,,
3519,05/23/25 11:20:00 PM,2939.9,2986.4,24.03,3049.6,,
3520,05/23/25 11:30:00 PM,2938.7,2983.8,24,3048.9,,
3521,05/23/25 11:40:00 PM,2939.3,2983.8,23.99,3049.6,,
3522,05/23/25 11:50:00 PM,2935.1,2978.2,23.98,3044.5,,
3523,05/24/25 12:00:00 AM,2931.5,2975,23.96,3042.5,,
3524,05/24/25 12:10:00 AM,2929.1,2971.8,23.95,3039.9,,
3525,05/24/25 12:20:00 AM,2924.3,2967.4,23.95,3035.4,,
3526,05/24/25 12:30:00 AM,2923.1,2964.9,23.94,3033.5,,
3527,05/24/25 12:40:00 AM,2921.3,2964.3,23.94,3032.9,,
3528,05/24/25 12:50:00 AM,2920.7,2963.6,23.93,3032.8,,
3529,05/24/25 1:00:00 AM,2917.7,2961.1,23.93,3030.2,,
3530,05/24/25 1:10:00 AM,2916.5,2958,23.91,3028.4,,
3531,05/24/25 1:20:00 AM,2914.1,2956.1,23.91,3026.4,,
3532,05/24/25 1:30:00 AM,2911.7,2952.3,23.9,3023.2,,
3533,05/24/25 1:40:00 AM,2909.9,2950.4,23.89,3021.9,,
3534,05/24/25 1:50:00 AM,2908.1,2948.5,23.89,3019.9,,
3535,05/24/25 2:00:00 AM,2905.7,2946.6,23.89,3018,,
3536,05/24/25 2:10:00 AM,2903.9,2943.5,23.87,3016.1,,
3537,05/24/25 2:20:00 AM,2900.9,2940.9,23.86,3014.1,,
3538,05/24/25 2:30:00 AM,2899.7,2939.7,23.86,3012.9,,
3539,05/24/25 2:40:00 AM,2897.9,2937.8,23.86,3010.9,,
3540,05/24/25 2:50:00 AM,2897.3,2937.2,23.86,3010.3,,
3541,05/24/25 3:00:00 AM,2896.1,2935.9,23.84,3010.3,,
3542,05/24/25 3:10:00 AM,2894.9,2933.4,23.84,3007.7,,
3543,05/24/25 3:20:00 AM,2893.7,2933.4,23.82,3009,,
3544,05/24/25 3:30:00 AM,2894.3,2933.4,23.82,3009,,
3545,05/24/25 3:40:00 AM,2894.3,2933.4,23.81,3009.6,,
3546,05/24/25 3:50:00 AM,2893.1,2932.1,23.81,3008.3,,
3547,05/24/25 4:00:00 AM,2892.5,2932.1,23.8,3008.9,,
3548,05/24/25 4:10:00 AM,2893.1,2932.1,23.8,3008.9,,
3549,05/24/25 4:20:00 AM,2891.9,2930.2,23.8,3007,,
3550,05/24/25 4:30:00 AM,2890.1,2929.6,23.78,3007.7,,
3551,05/24/25 4:40:00 AM,2890.7,2929.6,23.77,3008.3,,
3552,05/24/25 4:50:00 AM,2890.7,2929.6,23.76,3008.9,,
3553,05/24/25 5:00:00 AM,2891.3,2930.2,23.76,3009.6,,
3554,05/24/25 5:10:00 AM,2889.5,2928.3,23.75,3008.3,,
3555,05/24/25 5:20:00 AM,2889.5,2928.3,23.75,3008.3,,
3556,05/24/25 5:30:00 AM,2888.9,2927.1,23.73,3008.3,,
3557,05/24/25 5:40:00 AM,2890.1,2927.7,23.73,3008.9,,
3558,05/24/25 5:50:00 AM,2889.5,2927.1,23.73,3008.3,,
3559,05/24/25 6:00:00 AM,2887.7,2925.8,23.72,3007.6,,
3560,05/24/25 6:10:00 AM,2888.9,2925.8,23.72,3007.6,,
3561,05/24/25 6:20:00 AM,2888.9,2925.8,23.72,3007.6,,
3562,05/24/25 6:30:00 AM,2887.7,2925.8,23.72,3007.6,,
3563,05/24/25 6:40:00 AM,2886.5,2923.9,23.72,3005.7,,
3564,05/24/25 6:50:00 AM,2884.7,2921.4,23.71,3003.7,,
3565,05/24/25 7:00:00 AM,2886.5,2923.3,23.72,3005.1,,
3566,05/24/25 7:10:00 AM,2886.5,2923.3,23.72,3005.1,,
3567,05/24/25 7:20:00 AM,2885.9,2921.4,23.72,3003.1,,
3568,05/24/25 7:30:00 AM,2885.9,2921.4,23.73,3002.5,,
3569,05/24/25 7:40:00 AM,2887.7,2923.9,23.75,3003.7,,
3570,05/24/25 7:50:00 AM,2888.3,2923.9,23.76,3003.1,,
3571,05/24/25 8:00:00 AM,2886.5,2922.7,23.75,3002.5,,
3572,05/24/25 8:10:00 AM,2886.5,2922.7,23.75,3002.5,,
3573,05/24/25 8:20:00 AM,2888.9,2923.9,23.77,3002.5,,
3574,05/24/25 8:30:00 AM,2884.1,2919.5,23.78,2997.3,,
3575,05/24/25 8:40:00 AM,2885.9,2920.8,23.81,2996.7,,
3576,05/24/25 8:50:00 AM,2885.9,2920.8,23.81,2996.7,,
3577,05/24/25 9:00:00 AM,2883.5,2918.2,23.87,2990.2,,
3578,05/24/25 9:10:00 AM,2879.9,2915.1,23.91,2984.4,,
3579,05/24/25 9:20:00 AM,2876.3,2911.9,23.93,2979.9,,
3580,05/24/25 9:30:00 AM,2877.5,2913.8,23.96,2979.9,,
3581,05/24/25 9:40:00 AM,2869.1,2905,24,2968.4,,
3582,05/24/25 9:50:00 AM,2860.7,2897.5,24.07,2956.3,,
3583,05/24/25 10:00:00 AM,2857.7,2893.7,24.08,2951.8,,
3584,05/24/25 10:10:00 AM,2857.7,2893.1,24.09,2950.5,,
3585,05/24/25 10:20:00 AM,2860.1,2896.8,24.18,2948.6,,
3586,05/24/25 10:30:00 AM,2853.5,2891.8,24.25,2939.2,,
3587,05/24/25 10:40:00 AM,2847.5,2886.8,24.27,2932.8,,
3588,05/24/25 10:50:00 AM,2839.8,2878.6,24.24,2926.4,,
3589,05/24/25 11:00:00 AM,2833.2,2872.9,24.31,2916.2,,
3590,05/24/25 11:10:00 AM,2814.7,2857.2,24.35,2897.8,,
3591,05/24/25 11:20:00 AM,2797.4,2841.5,24.36,2881.3,,
3592,05/24/25 11:30:00 AM,2796.2,2842.1,24.39,2880.1,,
3593,05/24/25 11:40:00 AM,2790.8,2836.5,24.43,2871.9,,
3594,05/24/25 11:50:00 AM,2795,2842.7,24.44,2877.6,,
3595,05/24/25 12:00:00 PM,2797.4,2845.9,24.48,2878.4,,
3596,05/24/25 12:10:00 PM,2784.3,2833.9,24.55,2862,,
3597,05/24/25 12:20:00 PM,2763.4,2815.1,24.53,2844.2,,
3598,05/24/25 12:30:00 PM,2746.8,2798.8,24.52,2828.4,,
3599,05/24/25 12:40:00 PM,2735.5,2788.8,24.52,2818.3,,
3600,05/24/25 12:50:00 PM,2734.3,2788.1,24.53,2817,,
3601,05/24/25 1:00:00 PM,2736.1,2788.8,24.55,2816.5,,
3602,05/24/25 1:10:00 PM,2737.9,2790.6,24.57,2817.1,,
3603,05/24/25 1:20:00 PM,2733.1,2785,24.58,2810.8,,
3604,05/24/25 1:30:00 PM,2727.8,2780,24.57,2806.4,,
